Company,Time Period,Difficulty,Title,Frequency,Acceptance Rate,Link,Topics
tcs,More Than Six Months,MEDIUM,Factorial Trailing Zeroes,28.3,0.447135239,https://leetcode.com/problems/factorial-trailing-zeroes,Math
Swiggy,Six Months,EASY,Fair Candy Swap,100.0,0.631394793,https://leetcode.com/problems/fair-candy-swap,"Array, Hash Table, Binary Search, Sorting"
Zoho,Six Months,MEDIUM,Fair Distribution of Cookies,73.0,0.69295442,https://leetcode.com/problems/fair-distribution-of-cookies,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
Block,More Than Six Months,HARD,Falling Squares,81.2,0.461381784,https://leetcode.com/problems/falling-squares,"Array, Segment Tree, Ordered Set"
Samsung,More Than Six Months,EASY,Faulty Keyboard,47.6,0.784343224,https://leetcode.com/problems/faulty-keyboard,"String, Simulation"
EY,More Than Six Months,EASY,Fibonacci Number,100.0,0.72783264,https://leetcode.com/problems/fibonacci-number,"Math, Dynamic Programming, Recursion, Memoization"
Acko,Six Months,EASY,Fill Missing Data,100.0,0.722652977,https://leetcode.com/problems/fill-missing-data,
Flipkart,More Than Six Months,MEDIUM,Filling Bookcase Shelves,43.6,0.686867759,https://leetcode.com/problems/filling-bookcase-shelves,"Array, Dynamic Programming"
Yelp,More Than Six Months,MEDIUM,"Filter Restaurants by Vegan-Friendly, Price and Distance",75.7,0.631275224,https://leetcode.com/problems/filter-restaurants-by-vegan-friendly-price-and-distance,"Array, Sorting"
Dream11,More Than Six Months,EASY,Final Prices With a Special Discount in a Shop,100.0,0.832409669,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop,"Array, Stack, Monotonic Stack"
Zeta,More Than Six Months,MEDIUM,Find a Peak Element II,87.3,0.530014635,https://leetcode.com/problems/find-a-peak-element-ii,"Array, Binary Search, Matrix"
American Express,More Than Six Months,HARD,Find a Value of a Mysterious Function Closest to Target,61.7,0.456863547,https://leetcode.com/problems/find-a-value-of-a-mysterious-function-closest-to-target,"Array, Binary Search, Bit Manipulation, Segment Tree"
Splunk,Six Months,MEDIUM,Find All Anagrams in a String,100.0,0.520689732,https://leetcode.com/problems/find-all-anagrams-in-a-string,"Hash Table, String, Sliding Window"
Pocket Gems,More Than Six Months,MEDIUM,Find All Duplicates in an Array,100.0,0.763370354,https://leetcode.com/problems/find-all-duplicates-in-an-array,"Array, Hash Table"
ByteDance,More Than Six Months,MEDIUM,Find All Good Indices,54.8,0.396798057,https://leetcode.com/problems/find-all-good-indices,"Array, Dynamic Programming, Prefix Sum"
Dunzo,More Than Six Months,HARD,Find All Good Strings,100.0,0.435106967,https://leetcode.com/problems/find-all-good-strings,"String, Dynamic Programming, String Matching"
Citrix,More Than Six Months,MEDIUM,Find All Groups of Farmland,100.0,0.754754982,https://leetcode.com/problems/find-all-groups-of-farmland,"Array, Depth-First Search, Breadth-First Search, Matrix"
Tinkoff,More Than Six Months,EASY,Find All Numbers Disappeared in an Array,68.2,0.622876932,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array,"Array, Hash Table"
Verily,More Than Six Months,MEDIUM,Find All Possible Recipes from Given Supplies,92.4,0.564300388,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies,"Array, Hash Table, String, Graph, Topological Sort"
IBM,More Than Six Months,HARD,Find All Possible Stable Binary Arrays II,37.8,0.256904927,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-ii,"Dynamic Programming, Prefix Sum"
Zomato,More Than Six Months,MEDIUM,Find and Replace Pattern,100.0,0.768114891,https://leetcode.com/problems/find-and-replace-pattern,"Array, Hash Table, String"
Mindtickle,More Than Six Months,HARD,Find Array Given Subset Sums,100.0,0.486315789,https://leetcode.com/problems/find-array-given-subset-sums,"Array, Divide and Conquer"
Samsara,More Than Six Months,MEDIUM,Find Beautiful Indices in the Given Array I,100.0,0.381287862,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-i,"Two Pointers, String, Binary Search, Rolling Hash, String Matching, Hash Function"
Palantir Technologies,More Than Six Months,HARD,Find Beautiful Indices in the Given Array II,90.6,0.262202293,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-ii,"Two Pointers, String, Binary Search, Rolling Hash, String Matching, Hash Function"
josh technology,More Than Six Months,MEDIUM,Find Bottom Left Tree Value,71.4,0.717029048,https://leetcode.com/problems/find-bottom-left-tree-value,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
Infosys,More Than Six Months,HARD,Find Building Where Alice and Bob Can Meet,70.6,0.52353819,https://leetcode.com/problems/find-building-where-alice-and-bob-can-meet,"Array, Binary Search, Stack, Binary Indexed Tree, Segment Tree, Heap (Priority Queue), Monotonic Stack"
HashedIn,More Than Six Months,EASY,Find Candidates for Data Scientist Position,100.0,0.762573543,https://leetcode.com/problems/find-candidates-for-data-scientist-position,Database
Juspay,More Than Six Months,MEDIUM,Find Closest Node to Given Two Nodes,86.9,0.457491459,https://leetcode.com/problems/find-closest-node-to-given-two-nodes,"Depth-First Search, Graph"
Tiger Analytics,More Than Six Months,EASY,Find Closest Number to Zero,100.0,0.470472985,https://leetcode.com/problems/find-closest-number-to-zero,Array
Tripadvisor,More Than Six Months,EASY,Find Common Characters,83.5,0.745209227,https://leetcode.com/problems/find-common-characters,"Array, Hash Table, String"
Intel,More Than Six Months,MEDIUM,Find Consecutive Integers from a Data Stream,62.3,0.49214889,https://leetcode.com/problems/find-consecutive-integers-from-a-data-stream,"Hash Table, Design, Queue, Counting, Data Stream"
Deloitte,More Than Six Months,EASY,Find Customer Referee,65.5,0.71729576,https://leetcode.com/problems/find-customer-referee,Database
Applied Intuition,Thirty Days,MEDIUM,Find Duplicate File in System,100.0,0.675712716,https://leetcode.com/problems/find-duplicate-file-in-system,"Array, Hash Table, String"
PhonePe,Six Months,MEDIUM,Find Duplicate Subtrees,61.8,0.600179321,https://leetcode.com/problems/find-duplicate-subtrees,"Hash Table, Tree, Depth-First Search, Binary Tree"
WeRide,More Than Six Months,HARD,Find Edges in Shortest Paths,100.0,0.454108313,https://leetcode.com/problems/find-edges-in-shortest-paths,"Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path"
Applied Intuition,Thirty Days,MEDIUM,Find First and Last Position of Element in Sorted Array,100.0,0.465692634,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array,"Array, Binary Search"
Tesla,More Than Six Months,EASY,Find Followers Count,55.5,0.695509185,https://leetcode.com/problems/find-followers-count,Database
Edelweiss Group,More Than Six Months,MEDIUM,Find if Array Can Be Sorted,100.0,0.665452385,https://leetcode.com/problems/find-if-array-can-be-sorted,"Array, Bit Manipulation, Sorting"
Bloomberg,Thirty Days,HARD,Find in Mountain Array,53.8,0.404100337,https://leetcode.com/problems/find-in-mountain-array,"Array, Binary Search, Interactive"
Paytm,More Than Six Months,EASY,Find Indices With Index and Value Difference I,64.1,0.6027904,https://leetcode.com/problems/find-indices-with-index-and-value-difference-i,"Array, Two Pointers"
Paytm,More Than Six Months,MEDIUM,Find Indices With Index and Value Difference II,64.1,0.316504004,https://leetcode.com/problems/find-indices-with-index-and-value-difference-ii,"Array, Two Pointers"
Yandex,Three Months,MEDIUM,Find K Closest Elements,100.0,0.485395938,https://leetcode.com/problems/find-k-closest-elements,"Array, Two Pointers, Binary Search, Sliding Window, Sorting, Heap (Priority Queue)"
Barclays,More Than Six Months,MEDIUM,Find K Pairs with Smallest Sums,80.0,0.406162884,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,"Array, Heap (Priority Queue)"
Pinterest,More Than Six Months,HARD,Find K-th Smallest Pair Distance,62.9,0.457099095,https://leetcode.com/problems/find-k-th-smallest-pair-distance,"Array, Two Pointers, Binary Search, Sorting"
Apple,Six Months,MEDIUM,Find Largest Value in Each Tree Row,41.0,0.66271314,https://leetcode.com/problems/find-largest-value-in-each-tree-row,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
LinkedIn,Six Months,MEDIUM,Find Leaves of Binary Tree,80.1,0.810418855,https://leetcode.com/problems/find-leaves-of-binary-tree,"Tree, Depth-First Search, Binary Tree"
Directi,More Than Six Months,HARD,Find Longest Awesome Substring,100.0,0.450647207,https://leetcode.com/problems/find-longest-awesome-substring,"Hash Table, String, Bit Manipulation"
IBM,More Than Six Months,MEDIUM,Find Longest Calls,37.8,0.61997406,https://leetcode.com/problems/find-longest-calls,Database
Rubrik,More Than Six Months,MEDIUM,Find Longest Special Substring That Occurs Thrice II,62.7,0.383113528,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-ii,"Hash Table, String, Binary Search, Sliding Window, Counting"
StackAdapt,More Than Six Months,HARD,Find Median from Data Stream,100.0,0.531175911,https://leetcode.com/problems/find-median-from-data-stream,"Two Pointers, Design, Sorting, Heap (Priority Queue), Data Stream"
Pinterest,More Than Six Months,HARD,Find Median Given Frequency of Numbers,36.8,0.425576058,https://leetcode.com/problems/find-median-given-frequency-of-numbers,Database
DE Shaw,Three Months,MEDIUM,Find Minimum Cost to Remove Array Elements,100.0,0.179254825,https://leetcode.com/problems/find-minimum-cost-to-remove-array-elements,"Array, Dynamic Programming"
ServiceNow,More Than Six Months,HARD,Find Minimum Diameter After Merging Two Trees,51.9,0.575441194,https://leetcode.com/problems/find-minimum-diameter-after-merging-two-trees,"Tree, Depth-First Search, Breadth-First Search, Graph"
Synopsys,More Than Six Months,MEDIUM,Find Minimum in Rotated Sorted Array,100.0,0.524606469,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,"Array, Binary Search"
Google,All,HARD,Find Minimum in Rotated Sorted Array II,7.1,0.44081786,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii,"Array, Binary Search"
Lyft,More Than Six Months,HARD,Find Minimum Time to Finish All Jobs,50.1,0.431658147,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
carwale,Six Months,MEDIUM,Find Mirror Score of a String,100.0,0.336858461,https://leetcode.com/problems/find-mirror-score-of-a-string,"Hash Table, String, Stack, Simulation"
DoorDash,More Than Six Months,EASY,Find Nearest Point That Has the Same X or Y Coordinate,71.6,0.693177373,https://leetcode.com/problems/find-nearest-point-that-has-the-same-x-or-y-coordinate,Array
Quora,More Than Six Months,EASY,Find Numbers with Even Number of Digits,65.1,0.793546231,https://leetcode.com/problems/find-numbers-with-even-number-of-digits,"Array, Math"
IBM,More Than Six Months,MEDIUM,Find Occurrences of an Element in an Array,37.8,0.724034754,https://leetcode.com/problems/find-occurrences-of-an-element-in-an-array,"Array, Hash Table"
Verily,More Than Six Months,MEDIUM,Find Original Array From Doubled Array,92.4,0.404439562,https://leetcode.com/problems/find-original-array-from-doubled-array,"Array, Hash Table, Greedy, Sorting"
VMware,More Than Six Months,MEDIUM,Find Palindrome With Fixed Length,70.6,0.37353682,https://leetcode.com/problems/find-palindrome-with-fixed-length,"Array, Math"
DE Shaw,More Than Six Months,MEDIUM,Find Peak Calling Hours for Each City,89.6,0.618057045,https://leetcode.com/problems/find-peak-calling-hours-for-each-city,Database
Meta,Six Months,MEDIUM,Find Peak Element,85.9,0.464647464,https://leetcode.com/problems/find-peak-element,"Array, Binary Search"
Citigroup,More Than Six Months,EASY,Find Pivot Index,100.0,0.603574035,https://leetcode.com/problems/find-pivot-index,"Array, Prefix Sum"
Indeed,More Than Six Months,MEDIUM,Find Players With Zero or One Losses,89.1,0.726229648,https://leetcode.com/problems/find-players-with-zero-or-one-losses,"Array, Hash Table, Sorting, Counting"
Airtel,More Than Six Months,MEDIUM,Find Polygon With the Largest Perimeter,92.3,0.653375938,https://leetcode.com/problems/find-polygon-with-the-largest-perimeter,"Array, Greedy, Sorting, Prefix Sum"
IBM,More Than Six Months,HARD,Find Products of Elements of Big Array,37.8,0.215682819,https://leetcode.com/problems/find-products-of-elements-of-big-array,"Array, Binary Search, Bit Manipulation"
J.P. Morgan,Three Months,EASY,Find Resultant Array After Removing Anagrams,76.6,0.593249401,https://leetcode.com/problems/find-resultant-array-after-removing-anagrams,"Array, Hash Table, String, Sorting"
Visa,More Than Six Months,MEDIUM,Find Score of an Array After Marking All Elements,56.2,0.645024739,https://leetcode.com/problems/find-score-of-an-array-after-marking-all-elements,"Array, Hash Table, Sorting, Heap (Priority Queue), Simulation"
Wish,More Than Six Months,HARD,Find Servers That Handled Most Number of Requests,100.0,0.439453902,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests,"Array, Greedy, Heap (Priority Queue), Ordered Set"
LinkedIn,Six Months,EASY,Find Smallest Letter Greater Than Target,46.6,0.539028459,https://leetcode.com/problems/find-smallest-letter-greater-than-target,"Array, Binary Search"
Salesforce,More Than Six Months,HARD,Find Subarray With Bitwise OR Closest to K,51.8,0.295180984,https://leetcode.com/problems/find-subarray-with-bitwise-or-closest-to-k,"Array, Binary Search, Bit Manipulation, Segment Tree"
Morgan Stanley,More Than Six Months,EASY,Find Subarrays With Equal Sum,57.8,0.661255919,https://leetcode.com/problems/find-subarrays-with-equal-sum,"Array, Hash Table"
Accenture,More Than Six Months,EASY,Find Subsequence of Length K With the Largest Sum,40.1,0.452795664,https://leetcode.com/problems/find-subsequence-of-length-k-with-the-largest-sum,"Array, Hash Table, Sorting, Heap (Priority Queue)"
TikTok,More Than Six Months,EASY,Find Target Indices After Sorting Array,38.8,0.771492536,https://leetcode.com/problems/find-target-indices-after-sorting-array,"Array, Binary Search, Sorting"
IBM,More Than Six Months,EASY,Find the Array Concatenation Value,37.8,0.708924163,https://leetcode.com/problems/find-the-array-concatenation-value,"Array, Two Pointers, Simulation"
Toast,Three Months,MEDIUM,Find the Celebrity,100.0,0.483688307,https://leetcode.com/problems/find-the-celebrity,"Two Pointers, Graph, Interactive"
Agoda,More Than Six Months,EASY,Find the Child Who Has the Ball After K Seconds,60.2,0.614754569,https://leetcode.com/problems/find-the-child-who-has-the-ball-after-k-seconds,"Math, Simulation"
Expedia,More Than Six Months,MEDIUM,Find the City With the Smallest Number of Neighbors at a Threshold Distance,93.2,0.697927704,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,"Dynamic Programming, Graph, Shortest Path"
Uber,Six Months,HARD,Find the Closest Palindrome,78.6,0.315989715,https://leetcode.com/problems/find-the-closest-palindrome,"Math, String"
Google,Thirty Days,HARD,Find the Count of Good Integers,31.6,0.697501901,https://leetcode.com/problems/find-the-count-of-good-integers,"Hash Table, Math, Combinatorics, Enumeration"
Arcesium,More Than Six Months,HARD,Find the Count of Monotonic Pairs I,84.9,0.460072062,https://leetcode.com/problems/find-the-count-of-monotonic-pairs-i,"Array, Math, Dynamic Programming, Combinatorics, Prefix Sum"
BNY Mellon,More Than Six Months,HARD,Find the Count of Monotonic Pairs II,78.8,0.227689963,https://leetcode.com/problems/find-the-count-of-monotonic-pairs-ii,"Array, Math, Dynamic Programming, Combinatorics, Prefix Sum"
